id,name,publisher,alignment,gender,race,image_url
708,Wasp,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/708-wasp.jpg
709,Watcher,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/709-watcher.jpg
711,White Canary,DC Comics,bad,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/711-white-canary.jpg
713,Wildfire,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/713-wildfire.jpg
714,Winter Soldier,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/714-winter-soldier.jpg
716,Wolfsbane,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/716-wolfsbane.jpg
717,Wolverine,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/717-wolverine.jpg
718,Wonder Girl,DC Comics,good,Female,Demi-God,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/718-wonder-girl.jpg
719,Wonder Man,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/719-wonder-man.jpg
720,Wonder Woman,DC Comics,good,Female,Amazon,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/720-wonder-woman.jpg
722,Wyatt Wingfoot,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/722-wyatt-wingfoot.jpg
723,X-23,Marvel Comics,good,Female,Mutant / Clone,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/723-x-23.jpg
724,X-Man,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/724-x-man.jpg
726,Yellowjacket,Ant-Man,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/726-yellowjacket.jpg
727,Yellowjacket II,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/727-yellowjacket-ii.jpg
728,Ymir,Marvel Comics,good,Male,Frost Giant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/728-ymir.jpg
729,Yoda,George Lucas,good,Male,Yoda's species,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/729-yoda.jpg
730,Zatanna,DC Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/730-zatanna.jpg
731,Zoom,DC Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/731-zoom.jpg
